id,pond_id,total_seed,started_at,finished_at,area,size,berat,id2,harvested_at,status,,,,,,
16513,31875,281600,11/1/2022 0:00,2/1/2023 0:00,2298.55,98.44,38.89,16178,2/1/2023,Full,,,,,,
23531,35456,341280,9/9/2022 0:00,11/14/2022 0:00,2500,166,816,14468,11/11/2022,Partial,,,,,,
15836,34697,223000,2/18/2023 0:00,6/20/2023 0:00,4999.9,22.2,3740,18859,6/20/2023,Full,,,,,,
18975,7,96000,8/25/2022 0:00,10/15/2022 0:00,1515.9,107,201.9,13773,10/15/2022,Full,,,,,,
18975,7,96000,8/25/2022 0:00,10/15/2022 0:00,1515.9,150,52.9,13774,10/15/2022,Full,,,,,,
18975,7,96000,8/25/2022 0:00,10/15/2022 0:00,1515.9,130,5,13775,10/15/2022,Full,,,,,,
18975,7,96000,8/25/2022 0:00,10/15/2022 0:00,1515.9,130,6.8,13776,10/15/2022,Full,,,,,,
20294,36656,70000,3/4/2023 0:00,5/9/2023 0:00,1800,103,215,17826,5/9/2023,Full,,,,,,
15017,16053,338194,3/6/2022 0:00,5/12/2022 0:00,1620,296.8,0.4,10446,4/9/2022,Partial,,,,,,
15017,16053,338194,3/6/2022 0:00,5/12/2022 0:00,1620,170.3,1.42,10447,4/16/2022,Partial,,,,,,
15017,16053,338194,3/6/2022 0:00,5/12/2022 0:00,1620,126.4,1.52,10448,4/23/2022,Partial,,,,,,
15017,16053,338194,3/6/2022 0:00,5/12/2022 0:00,1620,79.9,2071.72,10644,5/12/2022,Full,,,,,,
15017,16053,338194,3/6/2022 0:00,5/12/2022 0:00,1620,102.8,597.4,10670,5/4/2022,Partial,,,,,,
17860,32458,40000,6/3/2022 0:00,7/21/2022 0:00,1200,200,105.5,12073,7/21/2022,Full,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,57,488.11,10119,4/6/2022,Partial,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,42,13.5,10343,4/23/2022,Partial,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,42,743.7,10463,4/23/2022,Partial,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,42,31,10464,4/23/2022,Partial,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,57,27.65,10477,4/6/2022,Partial,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,30,1888.9,10609,5/9/2022,Full,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,50,55.15,10610,5/9/2022,Full,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,30,12,10611,5/9/2022,Full,,,,,,
17639,3,133000,1/25/2022 0:00,5/9/2022 0:00,1680,30,11,10613,5/9/2022,Full,,,,,,
15015,38297,110000,4/8/2023 0:00,7/11/2023 0:00,651,109,238,18402,6/6/2023,Partial,,,,,,
15015,38297,110000,4/8/2023 0:00,7/11/2023 0:00,651,83,206,18639,6/14/2023,Partial,,,,,,
15015,38297,110000,4/8/2023 0:00,7/11/2023 0:00,651,53,225.74,19198,7/3/2023,Partial,,,,,,
15015,38297,110000,4/8/2023 0:00,7/11/2023 0:00,651,47,1260,19572,7/11/2023,Full,,,,,,
21019,31878,183464,5/12/2022 0:00,7/23/2022 0:00,2319,158.36,737.01,12075,7/23/2022,Full,,,,,,
21019,31878,183464,5/12/2022 0:00,7/23/2022 0:00,2319,158.36,9.58,12076,7/23/2022,Full,,,,,,
16961,24271,50000,1/7/2021 0:00,3/6/2021 0:00,200,230,42,10259,2/23/2021,Partial,,,,,,
16961,24271,50000,1/7/2021 0:00,3/6/2021 0:00,200,185,153,10260,3/6/2021,Full,,,,,,
16626,37801,60000,3/21/2023 0:00,4/26/2023 0:00,812,450,95,17592,4/26/2023,Full,,,,,,
9104,32300,125000,3/18/2022 0:00,6/2/2022 0:00,900,88,72,10937,6/2/2022,Full,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,138,1,5473,6/11/2021,Partial,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,138,256.85,5474,6/11/2021,Partial,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,92.83,508.47,5984,6/27/2021,Partial,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,92.83,0.66,5985,6/27/2021,Partial,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,71,611.23,6048,7/9/2021,Partial,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,71,4.69,6049,7/9/2021,Partial,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,54.276,2306.2,6429,7/30/2021,Full,,,,,,
16666,21967,312500,4/7/2021 0:00,7/30/2021 0:00,2500,54.276,0,6430,7/30/2021,Full,,,,,,
15511,31442,168633,5/13/2022 0:00,6/30/2022 0:00,1000,304,262.46,11312,6/30/2022,Full,,,,,,
9097,19196,150000,10/8/2021 0:00,1/5/2022 0:00,300,250,97.54,9031,11/27/2021,Partial,,,,,,
9097,19196,150000,10/8/2021 0:00,1/5/2022 0:00,300,210,89.39,9032,12/7/2021,Partial,,,,,,
9097,19196,150000,10/8/2021 0:00,1/5/2022 0:00,300,136,85.53,9033,1/5/2022,Full,,,,,,
16332,6740,1377414,5/11/2022 0:00,9/9/2022 0:00,4500,93.3,3026.5,11527,7/6/2022,Partial,,,,,,
16332,6740,1377414,5/11/2022 0:00,9/9/2022 0:00,4500,60.4,3577,12061,7/23/2022,Partial,,,,,,
16332,6740,1377414,5/11/2022 0:00,9/9/2022 0:00,4500,40.3,3340.6,12360,8/9/2022,Partial,,,,,,
16332,6740,1377414,5/11/2022 0:00,9/9/2022 0:00,4500,31.9,3453.5,12836,8/25/2022,Partial,,,,,,
16332,6740,1377414,5/11/2022 0:00,9/9/2022 0:00,4500,26.53,10369.1,13069,9/9/2022,Full,,,,,,
17832,32213,200000,7/9/2022 0:00,9/13/2022 0:00,2660,140,70,13124,9/13/2022,Full,,,,,,
14437,34707,250000,9/21/2022 0:00,1/18/2023 0:00,4999.9,20.4,3759,15837,1/18/2023,Full,,,,,,
20936,13251,175000,6/30/2022 0:00,10/11/2022 0:00,2020.5,78.74,685.76,13137,9/14/2022,Partial,,,,,,
20936,13251,175000,6/30/2022 0:00,10/11/2022 0:00,2020.5,78.74,3.45,13138,9/14/2022,Partial,,,,,,
20936,13251,175000,6/30/2022 0:00,10/11/2022 0:00,2020.5,51.2,2540,13708,10/11/2022,Full,,,,,,
20936,13251,175000,6/30/2022 0:00,10/11/2022 0:00,2020.5,51.2,143.67,13709,10/11/2022,Full,,,,,,
20936,13251,175000,6/30/2022 0:00,10/11/2022 0:00,2020.5,51.2,7,13789,10/15/2022,finishing (pengesatan),,,,,,
21023,40876,985776,1/1/2023 0:00,4/2/2023 0:00,8900,88,8555,18671,4/2/2023,Full,,,,,,
19685,32197,145000,10/23/2022 0:00,12/21/2022 0:00,900,51.08,166.18,15291,12/21/2022,Full,,,,,,
16331,32790,12000,5/19/2022 0:00,6/23/2022 0:00,1050,300,17,11588,6/23/2022,Full,,,,,,
15493,37074,100000,2/11/2023 0:00,4/4/2023 0:00,500,350,110,17134,4/4/2023,Full,,,,,,
19303,34733,300000,7/30/2022 0:00,12/8/2022 0:00,4999.9,17.5,3078,14947,12/8/2022,Full,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,106.34,320.18,13291,9/18/2022,Partial,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,99.61,0.59,13301,9/18/2022,Partial,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,72.18,143.72,13483,9/29/2022,Partial,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,78.18,0.26,13494,9/29/2022,Partial,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,60.52,362.3,13656,10/10/2022,Partial,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,60.52,3.48,13657,10/10/2022,Partial,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,55.38,3042.01,13854,10/17/2022,Full,,,,,,
16365,20912,307975,7/19/2022 0:00,10/17/2022 0:00,2860,55.38,53.98,13855,10/17/2022,Full,,,,,,
18827,7387,275000,5/14/2023 0:00,6/27/2023 0:00,2999.95,153,15,19643,7/2/2023,Full,,,,,,
19471,40388,250000,5/16/2023 0:00,6/4/2023 0:00,2000,96,3000,18415,6/4/2023,Full,,,,,,
15789,32398,150000,4/28/2022 0:00,6/21/2022 0:00,1600,190,300,11383,6/21/2022,Full,,,,,,
15789,32398,150000,4/28/2022 0:00,6/21/2022 0:00,1600,190,288.71,12603,6/21/2022,Full,,,,,,
15789,32398,150000,4/28/2022 0:00,6/21/2022 0:00,1600,200,90,12604,6/21/2022,Full,,,,,,
16588,38591,50000,2/17/2023 0:00,4/11/2023 0:00,1385.44,110,250,17400,4/11/2023,Full,,,,,,
18754,24569,125000,2/28/2022 0:00,4/19/2022 0:00,500,130,370,10302,4/16/2022,Partial,,,,,,
18754,24569,125000,2/28/2022 0:00,4/19/2022 0:00,500,128,284,10303,4/18/2022,Full,,,,,,
13451,13269,436280,7/2/2022 0:00,10/8/2022 0:00,3575,113,829.45,14170,8/23/2022,Partial,,,,,,
13451,13269,436280,7/2/2022 0:00,10/8/2022 0:00,3575,77.1,1100.9,14171,9/3/2022,Partial,,,,,,
13451,13269,436280,7/2/2022 0:00,10/8/2022 0:00,3575,55,1045.1,14172,9/13/2022,Partial,,,,,,
13451,13269,436280,7/2/2022 0:00,10/8/2022 0:00,3575,40.2,888.9,14173,9/27/2022,Partial,,,,,,
13451,13269,436280,7/2/2022 0:00,10/8/2022 0:00,3575,33,4024.3,14174,10/8/2022,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,100,272.5,16636,3/12/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,71,251.55,16919,3/26/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,56,235.85,17176,4/6/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,892.72,17500,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,122.87,17501,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,100,272.5,16636,3/12/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,71,251.55,16919,3/26/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,56,235.85,17176,4/6/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,892.72,17500,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,122.87,17501,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,100,272.5,16636,3/12/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,71,251.55,16919,3/26/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,56,235.85,17176,4/6/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,892.72,17500,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,122.87,17501,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,100,272.5,16636,3/12/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,71,251.55,16919,3/26/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,56,235.85,17176,4/6/2023,Partial,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,892.72,17500,4/17/2023,Full,,,,,,
20246,37708,115000,1/9/2023 0:00,4/16/2023 0:00,780,48,122.87,17501,4/17/2023,Full,,,,,,
21834,37103,100000,3/21/2023 0:00,5/21/2023 0:00,810,210,160,17877,5/10/2023,Partial,,,,,,
21834,37103,100000,3/21/2023 0:00,5/21/2023 0:00,810,110,170,18104,5/21/2023,Full,,,,,,
18590,32244,75000,4/29/2022 0:00,7/22/2022 0:00,1500,78,170,12090,7/22/2022,Full,,,,,,
18590,32244,75000,4/29/2022 0:00,7/22/2022 0:00,1500,80,170,12269,7/22/2022,Full,,,,,,
19855,31659,301324,3/6/2022 0:00,5/14/2022 0:00,1700,284,0.41,10440,4/9/2022,Partial,,,,,,
19855,31659,301324,3/6/2022 0:00,5/14/2022 0:00,1700,163.1,1.23,10441,4/16/2022,Partial,,,,,,
19855,31659,301324,3/6/2022 0:00,5/14/2022 0:00,1700,125.4,1.85,10442,4/23/2022,Partial,,,,,,
19855,31659,301324,3/6/2022 0:00,5/14/2022 0:00,1700,101.5,486,10668,5/4/2022,Partial,,,,,,
19855,31659,301324,3/6/2022 0:00,5/14/2022 0:00,1700,76.5,2339.65,10679,5/14/2022,Full,,,,,,
16328,13268,432085,7/2/2022 0:00,10/11/2022 0:00,3575,109,1285.13,14165,8/23/2022,Partial,,,,,,
16328,13268,432085,7/2/2022 0:00,10/11/2022 0:00,3575,73.8,1021.4,14166,9/3/2022,Partial,,,,,,
16328,13268,432085,7/2/2022 0:00,10/11/2022 0:00,3575,52,867.4,14167,9/13/2022,Partial,,,,,,
16328,13268,432085,7/2/2022 0:00,10/11/2022 0:00,3575,40.2,903,14168,9/27/2022,Partial,,,,,,
16328,13268,432085,7/2/2022 0:00,10/11/2022 0:00,3575,33,3029.5,14169,10/11/2022,Full,,,,,,
21716,32210,130000,5/24/2022 0:00,7/28/2022 0:00,1200,110,500,12265,7/28/2022,Full,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,102,452.21,9353,1/22/2022,Partial,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,66,392,9474,2/5/2022,Partial,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,125,52.26,9475,2/5/2022,Partial,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,45,270.94,9602,2/17/2022,Full,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,70,26.72,9603,2/17/2022,Full,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,45,270.94,9786,2/17/2022,Full,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,70,70,9787,2/17/2022,Full,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,66,392,9788,2/5/2022,Partial,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,140,40,9789,1/22/2022,Partial,,,,,,
20617,28942,200000,11/18/2021 0:00,2/17/2022 0:00,1400,125,52.26,9791,2/5/2022,Partial,,,,,,
15805,6,114000,2/18/2022 0:00,4/21/2022 0:00,1574,61,127.35,10344,4/20/2022,Full,,,,,,
15805,6,114000,2/18/2022 0:00,4/21/2022 0:00,1574,120,41.5,10345,4/20/2022,Full,,,,,,
15805,6,114000,2/18/2022 0:00,4/21/2022 0:00,1574,100,10,10346,4/20/2022,Full,,,,,,
15805,6,114000,2/18/2022 0:00,4/21/2022 0:00,1574,120,16.5,10347,4/20/2022,Full,,,,,,
15508,33965,275000,6/24/2022 0:00,11/2/2022 0:00,2400,49,368,13355,9/22/2022,Partial,,,,,,
15508,33965,275000,6/24/2022 0:00,11/2/2022 0:00,2400,73,21,13356,9/22/2022,Partial,,,,,,
15508,33965,275000,6/24/2022 0:00,11/2/2022 0:00,2400,40,376.35,13537,10/4/2022,Partial,,,,,,
15508,33965,275000,6/24/2022 0:00,11/2/2022 0:00,2400,76,11.68,13538,10/4/2022,Partial,,,,,,
15508,33965,275000,6/24/2022 0:00,11/2/2022 0:00,2400,200,4,13539,10/4/2022,Partial,,,,,,
15508,33965,275000,6/24/2022 0:00,11/2/2022 0:00,2400,28,1300,14562,11/1/2022,Full,,,,,,
20075,38761,255840,2/10/2023 0:00,6/10/2023 0:00,1968,32.6,675.9,18501,6/6/2023,Full,,,,,,
19957,33365,220000,10/9/2022 0:00,1/6/2023 0:00,1024,47,2400,16336,1/6/2023,Full,,,,,,
15819,34694,300000,1/3/2023 0:00,4/25/2023 0:00,4999.9,23.2,5319,17608,4/25/2023,Full,,,,,,
15869,35568,300000,11/14/2022 0:00,2/7/2023 0:00,2000,157.21,361.73,16070,1/30/2023,Partial,,,,,,
15869,35568,300000,11/14/2022 0:00,2/7/2023 0:00,2000,147.36,688.03,16262,2/7/2023,Full,,,,,,
15869,35568,300000,11/14/2022 0:00,2/7/2023 0:00,2000,280,122.44,16263,2/7/2023,Full,,,,,,
18670,18357,339385,11/4/2021 0:00,1/5/2022 0:00,1780,68.94,4505.16,9387,1/5/2022,Full,,,,,,
15219,31478,202742,6/3/2022 0:00,8/5/2022 0:00,1000,86.11,277.32,12344,8/5/2022,Full,,,,,,
15219,31478,202742,6/3/2022 0:00,8/5/2022 0:00,1000,86.11,45.03,12345,8/5/2022,Full,,,,,,
18233,38502,150000,2/20/2023 0:00,4/26/2023 0:00,1440,400,50,17117,4/3/2023,Partial,,,,,,
18233,38502,150000,2/20/2023 0:00,4/26/2023 0:00,1440,310,110,17291,4/12/2023,Partial,,,,,,
18233,38502,150000,2/20/2023 0:00,4/26/2023 0:00,1440,200,50,17543,4/25/2023,Partial,,,,,,
18233,38502,150000,2/20/2023 0:00,4/26/2023 0:00,1440,190,135,17544,4/26/2023,Full,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,84.43,591.09,15285,12/19/2022,Partial,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,84.43,21.38,15286,12/19/2022,Partial,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,69.27,751.27,15506,1/3/2023,Partial,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,69.27,35.4,15526,1/3/2023,Partial,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,66.3,857.64,15624,1/9/2023,Full,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,66.3,83.47,15685,1/9/2023,Full,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,66.3,13.01,15686,1/9/2023,Full,,,,,,
17631,32638,290400,10/16/2022 0:00,1/9/2023 0:00,2041.8,66.3,41.39,15687,1/9/2023,Full,,,,,,
17720,27258,284400,2/26/2022 0:00,5/11/2022 0:00,1370,91,474.75,10486,4/23/2022,Partial,,,,,,
17720,27258,284400,2/26/2022 0:00,5/11/2022 0:00,1370,58,816.35,10652,5/10/2022,Partial,,,,,,
17720,27258,284400,2/26/2022 0:00,5/11/2022 0:00,1370,58,1826.3,10653,5/11/2022,Failed,,,,,,
17720,27258,284400,2/26/2022 0:00,5/11/2022 0:00,1370,58,31.75,10656,5/11/2022,Failed,,,,,,
15006,30349,60000,4/20/2022 0:00,7/4/2022 0:00,400,84,641,11619,7/4/2022,Full,,,,,,
19261,23998,288000,9/30/2022 0:00,12/26/2022 0:00,1600,130,577,15409,12/4/2022,Partial,,,,,,
19261,23998,288000,9/30/2022 0:00,12/26/2022 0:00,1600,92,747.54,15410,12/15/2022,Partial,,,,,,
19261,23998,288000,9/30/2022 0:00,12/26/2022 0:00,1600,65,1187.24,15411,12/26/2022,Full,,,,,,
19077,37209,50000,3/25/2023 0:00,5/16/2023 0:00,650,150,200,17878,5/10/2023,Partial,,,,,,
19077,37209,50000,3/25/2023 0:00,5/16/2023 0:00,650,110,400,17934,5/16/2023,Full,,,,,,
15772,31465,365310,11/16/2022 0:00,2/4/2023 0:00,2345.28,78.74,624.22,15900,1/23/2023,Partial,,,,,,
15772,31465,365310,11/16/2022 0:00,2/4/2023 0:00,2345.28,78.74,18.68,15901,1/23/2023,Partial,,,,,,
15772,31465,365310,11/16/2022 0:00,2/4/2023 0:00,2345.28,65.33,2480.69,16225,2/4/2023,Full,,,,,,
15772,31465,365310,11/16/2022 0:00,2/4/2023 0:00,2345.28,65.33,93.75,16226,2/4/2023,Full,,,,,,
15772,31465,365310,11/16/2022 0:00,2/4/2023 0:00,2345.28,65.33,21,16227,2/4/2023,Full,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,84,458.94,15009,12/10/2022,Partial,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,84,13.5,15010,12/10/2022,Partial,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,68,1289.65,15318,12/20/2022,Partial,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,68,42.16,15319,12/20/2022,Partial,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,37.6,5282.69,16080,1/30/2023,Full,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,59.4,208.81,16081,1/30/2023,Full,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,37.6,169.84,16082,1/30/2023,Full,,,,,,
15812,33523,412711,10/10/2022 0:00,1/30/2023 0:00,1799.89,37.6,5,16083,1/30/2023,Full,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,114,287.81,5434,6/11/2021,Partial,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,114,1,5460,6/11/2021,Partial,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,77.83,498.9,5968,6/27/2021,Partial,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,77.83,0.66,5969,6/27/2021,Partial,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,63.6,608.86,6036,7/9/2021,Partial,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,63.6,4.69,6037,7/9/2021,Partial,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,50.822,2479.1,6417,7/29/2021,Full,,,,,,
15066,21960,312500,4/7/2021 0:00,7/29/2021 0:00,2500,50.822,34.36,6418,7/29/2021,Full,,,,,,
12863,14349,298410,1/14/2023 0:00,4/15/2023 0:00,1309.7,93.33,952.35,17007,3/29/2023,Partial,,,,,,
12863,14349,298410,1/14/2023 0:00,4/15/2023 0:00,1309.7,158,21.3,17008,3/29/2023,Partial,,,,,,
12863,14349,298410,1/14/2023 0:00,4/15/2023 0:00,1309.7,79.11,959.7,17215,4/8/2023,Partial,,,,,,
12863,14349,298410,1/14/2023 0:00,4/15/2023 0:00,1309.7,124,117.05,17216,4/8/2023,Partial,,,,,,
21089,31466,365310,11/16/2022 0:00,2/3/2023 0:00,2405.08,85.82,666.69,15902,1/23/2023,Partial,,,,,,
21089,31466,365310,11/16/2022 0:00,2/3/2023 0:00,2405.08,85.82,22.94,15903,1/23/2023,Partial,,,,,,
21089,31466,365310,11/16/2022 0:00,2/3/2023 0:00,2405.08,69.55,2580.49,16219,2/3/2023,Full,,,,,,
21089,31466,365310,11/16/2022 0:00,2/3/2023 0:00,2405.08,69.55,88.12,16220,2/3/2023,Full,,,,,,
19294,32294,66000,8/16/2022 0:00,10/21/2022 0:00,2500,160,200,13758,10/14/2022,Partial,,,,,,
19294,32294,66000,8/16/2022 0:00,10/21/2022 0:00,2500,125,20,13923,10/21/2022,Full,,,,,,
18538,34729,300000,8/2/2022 0:00,12/2/2022 0:00,4999.9,23.5,6220,14939,12/2/2022,Full,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,95.98,545.66,5907,6/18/2021,Partial,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,95.98,0.5,5908,6/18/2021,Partial,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,71.42,568.17,6004,6/30/2021,Partial,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,71.42,2.66,6005,6/30/2021,Partial,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,63.8,659.03,6006,7/8/2021,Partial,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,63.8,4.8,6007,7/8/2021,Partial,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,47.649,3193,6441,7/28/2021,Full,,,,,,
18403,21974,309475,4/7/2021 0:00,7/28/2021 0:00,2500,47.649,107.25,6442,7/28/2021,Full,,,,,,
16006,35986,130000,9/22/2022 0:00,1/11/2023 0:00,1830,98.6,288.97,14654,11/23/2022,Partial,,,,,,
16006,35986,130000,9/22/2022 0:00,1/11/2023 0:00,1830,65.7,392.39,17330,12/7/2022,Partial,,,,,,
16006,35986,130000,9/22/2022 0:00,1/11/2023 0:00,1830,50,865.25,17331,12/21/2022,Partial,,,,,,
16006,35986,130000,9/22/2022 0:00,1/11/2023 0:00,1830,38,1401.74,17332,1/11/2023,Full,,,,,,
10714,12545,255000,5/8/2022 0:00,8/12/2022 0:00,2700,95.38,386.54,12485,7/19/2022,Partial,,,,,,
10714,12545,255000,5/8/2022 0:00,8/12/2022 0:00,2700,71.78,377.49,12486,8/1/2022,Partial,,,,,,
10714,12545,255000,5/8/2022 0:00,8/12/2022 0:00,2700,64.47,2315.29,12487,8/12/2022,Full,,,,,,
14095,35760,250000,10/14/2022 0:00,1/12/2023 0:00,1786,52,1100,16333,1/12/2023,Failed,,,,,,
18468,19189,401280,2/3/2021 0:00,4/21/2021 0:00,3344,94,763.45,4744,4/12/2021,Partial,,,,,,
18468,19189,401280,2/3/2021 0:00,4/21/2021 0:00,3344,81,2696.8,4911,4/21/2021,Failed,,,,,,
18958,12535,250000,5/24/2021 0:00,8/17/2021 0:00,1000,67.45,592.76,6359,8/4/2021,Partial,,,,,,
18958,12535,250000,5/24/2021 0:00,8/17/2021 0:00,1000,47.78,546.72,6558,8/17/2021,Full,,,,,,
9098,32398,150000,7/20/2022 0:00,9/29/2022 0:00,1530,190,288.71,11383,6/21/2022,Full,,,,,,
9098,32398,150000,7/20/2022 0:00,9/29/2022 0:00,1530,200,90000,12432,7/19/2022,Full,,,,,,
9098,32398,150000,7/20/2022 0:00,9/29/2022 0:00,1530,140,1270,13793,9/29/2022,Full,,,,,,
21688,32200,70000,4/24/2022 0:00,8/1/2022 0:00,600,103.56,163.59,12181,6/26/2022,Partial,,,,,,
21688,32200,70000,4/24/2022 0:00,8/1/2022 0:00,600,80,180,12182,7/7/2022,Partial,,,,,,
21688,32200,70000,4/24/2022 0:00,8/1/2022 0:00,600,47.8,1200,12207,8/1/2022,Full,,,,,,
21688,32200,70000,4/24/2022 0:00,8/1/2022 0:00,600,80,180,12435,8/1/2022,,,,,,,
21688,32200,70000,4/24/2022 0:00,8/1/2022 0:00,600,103,163.59,12436,8/1/2022,,,,,,,
21944,31460,192764,5/11/2022 0:00,7/16/2022 0:00,1000,207.03,211.61,11947,7/16/2022,Full,,,,,,
21944,31460,192764,5/11/2022 0:00,7/16/2022 0:00,1000,226.47,7.23,11948,7/16/2022,Full,,,,,,
17609,36828,311922,11/15/2022 0:00,2/9/2023 0:00,706.5,125,370,15657,1/8/2023,Partial,,,,,,
