cycle_id,size,weight,id,harvested_at,status
17532,86,991.2,11013,6/10/2022,Full
17532,85,300,11183,6/9/2022,Full
9091,214.52,268.2,12080,7/22/2022,Full
17306,110,374.85,10926,6/6/2022,Partial
17306,94,386.5,11041,6/13/2022,Partial
17306,59,845,11368,7/1/2022,Full
20665,18.5,6119,17259,3/17/2023,Full
19669,78,3200,15339,10/26/2022,Partial
19669,46,5600,15340,12/3/2022,Full
18446,59.8,944.5,18782,5/28/2023,Full
18446,70,92.39,18783,5/28/2023,Full
18446,60,134.23,18784,5/28/2023,Full
18446,124,606,18785,5/29/2023,Full
18446,300,18,18786,5/29/2023,Full
19050,116,307.25,19431,5/30/2023,Full
15758,102,350.35,11066,6/14/2022,Partial
15758,76,407,11395,7/3/2022,Partial
15758,100,29.12,11637,7/9/2022,Partial
15758,64,220,11638,7/9/2022,Partial
15758,51,360,12056,7/22/2022,Full
15758,70,25.5,12057,7/22/2022,Full
19803,139,242.51,15557,1/5/2023,Partial
19803,214,28.28,15558,1/5/2023,Partial
19803,159,300,15787,1/15/2023,Full
19803,138,170,15788,1/15/2023,Partial
19803,212,19,15789,1/15/2023,Partial
19314,172,6.5,11892,7/15/2022,Partial
19314,170,10.6,11894,7/16/2022,Full
20429,165,812.95,10534,5/5/2022,Partial
20429,176,540,10631,5/11/2022,Full
19755,213,897,19642,6/30/2023,Full
17880,17.06,855.5,14946,12/7/2022,Full
17126,33.2,5170,17263,3/6/2023,Full
9103,102,937,14585,11/4/2022,Full
16339,78,760.5,10648,5/10/2022,Partial
16339,62.7,797.75,10849,5/23/2022,Partial
16339,50.6,839.05,10930,6/2/2022,Partial
16339,37.6,527.39,11175,6/18/2022,Partial
16339,50,1.65,11176,6/18/2022,Partial
16339,34.5,2797.05,11596,6/24/2022,Full
16054,22.8,1968,15478,12/27/2022,Full
17638,100,2539.94,10483,4/23/2022,Failed
15305,203,194,19645,6/30/2023,Full
15499,89.87,501.19,16543,2/26/2023,Partial
15499,135,9.69,16544,2/26/2023,Partial
15499,67.18,563.7,16682,3/12/2023,Partial
15499,98,23.92,16683,3/12/2023,Partial
15499,51.93,529.28,17071,3/30/2023,Partial
15499,88,6.88,17072,3/30/2023,Partial
15499,41,328.5,17424,4/17/2023,Partial
15499,41,741.5,17486,4/18/2023,Full
19312,100.8,1034.7,17013,3/29/2023,Partial
19312,166,40.45,17014,3/29/2023,Partial
19312,84,1126.4,17221,4/8/2023,Partial
19312,124,109.45,17222,4/8/2023,Partial
18911,73.69,2690.79,9386,1/5/2022,Full
19600,19.2,4762,17350,4/11/2023,Full
18190,168,421.36,15637,1/7/2023,Partial
18190,131,541.16,15803,1/15/2023,Partial
18190,131,15,15845,1/15/2023,Partial
18190,131,477.72,15849,1/15/2023,Partial
18190,180,10,15948,1/15/2023,Partial
18190,185,38.44,15949,1/15/2023,Partial
18190,87.6,1296.52,16279,2/9/2023,Full
18190,87.6,15.72,16280,2/9/2023,Full
18190,190,51.38,16297,2/9/2023,Full
18190,190,2.88,16307,2/9/2023,Full
18057,118,509.96,17945,5/17/2023,Partial
18057,200,6.01,17996,5/17/2023,Partial
18057,118,0.39,18015,5/17/2023,Partial
18057,118,0.11,18089,5/17/2023,Partial
18057,97,474.18,18203,5/27/2023,Partial
18057,190,8.03,18204,5/27/2023,Partial
18057,84,1428.45,18596,6/13/2023,Full
18057,110,370.78,18597,6/13/2023,Full
19366,105,274.7,12983,9/5/2022,Partial
19366,79,285,13249,9/15/2022,Partial
19366,61,320,13371,9/24/2022,Partial
19366,52,540,13455,10/3/2022,Full
19366,52,25,13456,10/3/2022,Full
17439,95,642.15,17947,5/17/2023,Partial
17439,160,1.25,17998,5/17/2023,Partial
17439,95,0.39,18022,5/17/2023,Partial
17439,95,0.11,18087,5/17/2023,Partial
17439,77,685.46,18207,5/27/2023,Partial
17439,150,2.59,18208,5/27/2023,Partial
17439,57,294.06,18593,6/13/2023,Partial
17439,140,0.81,18594,6/13/2023,Partial
17439,57,1.33,18595,6/13/2023,Partial
17439,55,451.56,18825,6/21/2023,Partial
17439,55,12.57,18826,6/21/2023,Partial
17439,51,2209.53,19144,7/1/2023,Full
17439,77,90.55,19145,7/1/2023,Full
17439,51,347.01,19146,7/1/2023,Full
20076,236,25,11617,6/23/2022,Full
16483,78.17,827.76,18119,5/24/2023,Partial
16483,50.65,2539.86,18406,6/6/2023,Full
12865,210,5.25,17984,5/19/2023,Partial
12865,160,1.35,18151,5/25/2023,Partial
12865,154,2.2,18178,5/26/2023,Partial
12865,146,2.85,18218,5/27/2023,Partial
12865,136,3.3,18260,5/29/2023,Partial
12865,130,5.2,18275,5/30/2023,Full
15750,99,623.89,17946,5/17/2023,Partial
15750,190,0.28,17997,5/17/2023,Partial
15750,99,0.39,18016,5/17/2023,Partial
15750,99,0.11,18088,5/17/2023,Partial
15750,86,522.91,18205,5/27/2023,Partial
15750,140,9.84,18206,5/27/2023,Partial
15750,65,237.75,18823,6/21/2023,Partial
15750,65,35.7,18824,6/21/2023,Partial
15750,54,1256.04,19192,7/2/2023,Full
15750,83,93.86,19193,7/2/2023,Full
15750,54,125.39,19194,7/2/2023,Full
22536,53.77,906.03,16164,2/1/2023,Full
22536,53.77,6.36,16165,2/1/2023,Full
18922,50.6,4972.44,15610,1/9/2023,Full
18922,215,29.76,15611,1/9/2023,Full
18922,50.6,32,15612,1/9/2023,Full
18922,50.6,16,15613,1/9/2023,Full
18922,50.6,160,15614,1/9/2023,Full
15484,102,324.79,13268,9/19/2022,Partial
15484,102,1.36,13278,9/19/2022,Partial
15484,82.64,289.15,13460,9/30/2022,Partial
15484,79.12,3.35,13471,9/30/2022,Partial
15484,67.4,401.27,13674,10/11/2022,Partial
15484,67.4,5.97,13675,10/11/2022,Partial
15484,56.9,3422.29,14061,10/24/2022,Full
15484,56.9,188.17,14062,10/24/2022,Full
19693,137,327,15889,1/20/2023,Partial
19693,200,87,16050,1/15/2023,Failed
19693,81.9,417,16211,2/4/2023,Partial
19693,72.5,483.08,16276,2/11/2023,Partial
19693,68,90.27,16493,2/18/2023,Partial
19693,80,25,16494,2/11/2023,Partial
19693,70,19,16495,2/19/2023,Partial
19693,70,2287.72,16496,2/19/2023,Full
19693,118.8,380.6,19027,5/29/2023,
19693,106.7,611.5,19028,6/5/2023,
19693,92,510.68,19030,6/13/2023,
19693,81.5,300,19033,6/19/2023,
19693,77.7,420.06,19035,6/23/2023,
19693,60.6,531.3,19158,7/1/2023,
19693,201,375.6,19163,10/1/2022,
19693,172,604,19164,10/5/2022,
19693,57,449.88,19556,7/9/2023,
19693,55,507.2,19558,7/10/2023,
20616,76.9,805.81,9381,1/6/2022,Full
18673,100,99,10381,4/24/2022,Partial
18673,83,12,10500,5/2/2022,Partial
18673,48,483,10748,5/21/2022,Partial
18673,48,161.7,10777,5/22/2022,Full
20739,149,331,15582,11/23/2022,Partial
20739,110,678.5,15600,12/14/2022,Partial
20739,82.8,360,15741,1/3/2023,Partial
20739,72,2900.24,16135,1/22/2023,Full
11081,93,130,13740,9/20/2022,
11081,120,132,13741,9/20/2022,Full
18395,79,600,15253,11/28/2022,Full
21892,74,366,12144,7/26/2022,Partial
21892,37,450,12824,8/22/2022,Full
21892,74,366,12825,7/26/2022,Partial
21599,48,716,12930,8/13/2022,Full
21599,70,140,12931,8/13/2022,Full
16163,84,313.89,11986,1/21/2022,Partial
16163,60,511.7,11987,2/4/2022,Partial
16163,46,466.69,11988,2/18/2022,Partial
16163,36,313.82,11989,2/28/2022,Partial
16163,33,769.75,11990,3/11/2022,Full
19319,200,200,13609,10/7/2022,Full
19319,300,19,13610,10/7/2022,Full
18238,113.87,402.66,17665,5/1/2023,Partial
18238,113.54,1245.17,17912,5/13/2023,Full
18238,275,32.74,17913,5/13/2023,Full
14579,60,150,12058,7/19/2022,Full
14579,88,110,12059,7/19/2022,Full
16215,66.17,811.85,14609,11/19/2022,Partial
16215,102,74.75,14610,11/19/2022,Partial
16215,48.57,1049,14871,12/3/2022,Partial
16215,75,51.85,14872,12/3/2022,Partial
16215,41.29,851.35,15043,12/12/2022,Partial
16215,75,64.65,15044,12/12/2022,Partial
17743,74,787.76,14131,10/23/2022,Partial
17743,60,887.7,14310,11/2/2022,Partial
17743,44.4,1214.52,14624,11/20/2022,Partial
17743,35,8310.42,14888,12/4/2022,Full
15802,69,270,12765,8/22/2022,Partial
15802,97.63,210,12932,8/10/2022,Partial
15802,52,270,12935,9/2/2022,Partial
15802,40,212,13161,9/14/2022,Partial
15802,39,1098,13195,9/17/2022,Full
20944,73.6,900.9,14306,11/3/2022,Partial
20944,92.3,754,14307,10/23/2022,Partial
20944,50.7,783.01,14657,11/20/2022,Partial
20944,45.5,6355.19,14734,11/26/2022,Full
17857,60,2.84,11625,7/4/2022,Full
20390,152,420,17334,4/13/2023,Partial
20390,111,200,17477,4/18/2023,Partial
20390,67,630,17616,4/29/2023,Partial
20390,57,510,17809,5/8/2023,Partial
20390,29,1240,18602,6/14/2023,Full
16803,43.8,6444,15618,1/10/2023,Full
16803,43.8,10,15619,1/10/2023,Full
16803,200,34,15620,1/10/2023,Full
16803,43.8,54,15621,1/10/2023,Full
16803,43.8,660,15622,1/10/2023,Full
18732,75,510,11140,6/18/2022,Partial
18732,145,49,11141,6/18/2022,Partial
18732,75,510,11241,6/18/2022,
18732,75,49,11242,6/18/2022,
18732,46,1701.02,12042,7/17/2022,Full
18732,59,138.68,12043,7/17/2022,Full
18325,43,1185,13557,4/20/2021,Full
16330,200,225,13170,8/29/2022,Full
15304,104,295.29,14337,11/3/2022,Partial
15304,89,138,14476,11/8/2022,Full
15304,90,82.76,14477,11/8/2022,Full
17738,13,2554,16068,1/27/2023,Full
18674,100,370.99,12476,7/19/2022,Partial
18674,81.15,374.45,12477,8/1/2022,Partial
18674,63.1,2046.08,12478,8/13/2022,Full
18828,142,135,17357,4/14/2023,Partial
18828,142,50,17515,4/15/2023,Partial
18828,125,59,17516,4/18/2023,Partial
18828,110,514,17517,4/23/2023,Full
15982,71.38,748.25,14605,11/19/2022,Partial
15982,107,49.1,14606,11/19/2022,Partial
15982,47.32,753.45,14864,12/3/2022,Partial
15982,75,36.65,14865,12/3/2022,Partial
15982,40,864.85,15039,12/12/2022,Partial
15982,61,75.2,15040,12/12/2022,Partial
12484,1000,60,14703,11/19/2022,Failed
18232,146,350,15606,12/5/2022,Partial
18232,103.5,331,15738,12/27/2022,Partial
18232,76.3,3589.2,16137,1/24/2023,Full
18924,74,400,12143,7/25/2022,Partial
18924,54,500,12463,8/10/2022,Partial
18924,32,600,12984,9/5/2022,Full
16711,79,526.2,11229,6/25/2022,Full
16711,114,98.45,11230,6/25/2022,Full
16711,114,3,11231,6/25/2022,Full
17730,87,250,14211,10/31/2022,Partial
17730,65,464,14397,11/10/2022,Partial
17730,45,580,14659,11/24/2022,Partial
17730,36,878.5,15094,12/15/2022,Full
15502,116.9,270.1,14438,11/12/2022,Full
15502,116.9,19,14439,11/12/2022,Full
15413,45,1700,13057,7/25/2021,Full
20658,150,359.24,15644,1/8/2023,Partial
20658,192,25,15691,1/8/2023,Partial
20658,192,2.31,15769,1/8/2023,Partial
20658,127,536.18,15796,1/15/2023,Partial
20658,127,492.46,15855,1/15/2023,Partial
20658,185,43.72,15943,1/15/2023,Partial
20658,70.7,832.18,16395,2/17/2023,Full
20658,118.1,75,16399,2/17/2023,Full
20658,118.1,136,16400,2/17/2023,Full
20658,118.1,2.74,16401,2/17/2023,Full
20658,70.7,1,16411,2/17/2023,Full
20658,70.7,1.08,16412,2/17/2023,Full
18919,200,60,11000,6/9/2022,Full
17636,106.34,323.35,13286,9/18/2022,Partial
17636,106.34,0.59,13298,9/18/2022,Partial
17636,82.22,146.06,13482,9/29/2022,Partial
17636,82.22,1.36,13493,9/29/2022,Partial
17636,67.84,327.94,13652,10/10/2022,Partial
17636,67.84,10.22,13653,10/10/2022,Partial
17636,60.4,4037.84,13955,10/23/2022,Full
17636,60.4,131.6,13956,10/23/2022,Full
16294,130,516.14,13818,10/14/2022,Partial
16294,90,1128.27,14240,10/26/2022,Full
16294,90,1128.27,14241,10/26/2022,Full
16294,90,483.87,14242,10/26/2022,Full
16294,130,120.38,14455,10/14/2022,Partial
21026,21,5458.4,17609,4/26/2023,Full
18877,28.2,4866,15835,1/15/2023,Full
18613,108.6,0.86,10433,4/24/2022,Partial
18613,246.6,0.37,10453,4/10/2022,Partial
18613,160.6,0.87,10454,4/17/2022,Partial
18613,94.5,562.5,10636,5/4/2022,Partial
18613,77,2608.4,10637,5/10/2022,Full
19310,100,80,13978,10/20/2022,Full
16298,103,698.27,14155,8/23/2022,Partial
16298,67.8,742.1,14156,9/3/2022,Partial
16298,46.5,698.7,14157,9/13/2022,Partial
16298,36,641.4,14158,9/27/2022,Partial
16298,31.6,2431.4,14159,10/7/2022,Full
17468,74,533.27,13874,10/15/2022,Partial
17468,66,1012.36,13940,10/21/2022,Full
17468,66,39.77,13997,10/21/2022,Full
17468,74,424.92,14102,10/15/2022,Partial
17468,74,108.35,14103,10/15/2022,Partial
17468,66,1012.36,14112,10/21/2022,Full
17468,102,81.45,14113,10/21/2022,Full
17468,102,39.77,14114,10/21/2022,Full
17468,74,424.92,14491,10/15/2022,Partial
17468,74,108.35,14492,10/15/2022,Partial
19367,174,390.4,15638,1/7/2023,Partial
19367,174,5,15678,1/7/2023,Partial
19367,131,550.16,15802,1/15/2023,Partial
19367,131,550.16,15841,1/15/2023,Partial
19367,130,500,15934,1/20/2023,Full
19367,130,211.12,15935,1/20/2023,Full
19367,130,3.5,15936,1/20/2023,Full
19367,130,1.94,15937,1/20/2023,Full
16142,80,850,19368,7/5/2023,Full
18989,69.63,482.98,9398,1/1/2022,Full
20667,103,284.15,5469,6/11/2021,Partial
20667,103,1,5470,6/11/2021,Partial
20667,71.42,602.52,5980,6/27/2021,Partial
20667,71.42,0.66,5981,6/27/2021,Partial
20667,56.22,643.83,6044,7/9/2021,Partial
20667,56.22,4.69,6045,7/9/2021,Partial
20667,43.32,2416.6,6425,7/29/2021,Full
20667,43.32,50.63,6426,7/29/2021,Full
22601,31.8,4635,18543,6/9/2023,Full
19874,102.3,614.2,16028,1/28/2023,Partial
19874,102.3,36.8,16029,1/28/2023,Partial
19874,64,861.3,16380,2/16/2023,Partial
19874,64,13,16381,2/16/2023,Partial
19874,51.2,1466.6,16549,2/27/2023,Full
19874,51.2,60.5,16550,2/27/2023,Full
19874,50,8,16591,3/7/2023,Full
12857,101,344.27,13296,9/18/2022,Partial
12857,101,0.79,13305,9/18/2022,Partial
12857,76.63,151.74,13487,9/29/2022,Partial
12857,76.63,1.12,13498,9/29/2022,Partial
12857,59.59,221.04,13648,10/10/2022,Partial
12857,59.59,6.67,13649,10/10/2022,Partial
12857,50.56,3029.79,13957,10/23/2022,Full
12857,50.56,83.87,13958,10/23/2022,Full
20664,170,110.67,9054,11/27/2021,Partial
20664,123,104.74,9055,12/7/2021,Partial
20664,125,186.89,9056,12/16/2021,Partial
20664,88,76.93,9057,1/5/2022,Full
20990,50,4.21,11626,7/4/2022,Full
18537,47,564.19,13947,10/15/2022,Full
18537,66,54.7,13960,10/15/2022,Full
18537,47,62.65,13961,10/15/2022,Full
18537,47,564.19,14106,10/15/2022,
18537,66,54.7,14107,10/15/2022,
18537,66,37.65,14108,10/15/2022,
18537,177,578.7,14294,11/14/2022,Partial
18537,47,564.19,14495,10/15/2022,Full
18537,66,54.7,14496,10/15/2022,Full
18537,47,37.65,14497,10/15/2022,Full
15065,24.4,6156,17256,3/16/2023,Full
21025,136,1904.5,14532,10/22/2022,Full
21025,180,444,14533,10/22/2022,Full
21025,180,3,14534,10/22/2022,Full
19072,111,814.85,12873,8/28/2022,Full
19372,91,652.71,17949,5/17/2023,Partial
19372,160,1.5,18000,5/17/2023,Partial
19372,91,0.39,18019,5/17/2023,Partial
19372,91,0.11,18085,5/17/2023,Partial
19372,76,649.47,18211,5/27/2023,Partial
19372,170,1.92,18212,5/27/2023,Partial
19372,63,1505.45,18656,6/16/2023,Full
19372,110,760.32,18657,6/16/2023,Full
20980,68.17,7059.74,9384,1/5/2022,Full
19433,89,571.6,10485,4/23/2022,Partial
19433,64,1110.6,10650,5/10/2022,Partial
19433,43,625.1,10932,6/2/2022,Partial
19433,40.75,2409.55,10933,6/4/2022,Failed
19433,60,174.06,10934,6/4/2022,Failed
19433,70,49.5,10935,6/4/2022,Failed
20971,59.5,623.67,14519,11/17/2022,Full
18760,65,150,12664,7/31/2022,Full
15767,95,143.18,11379,7/3/2022,
15767,92,321.21,11582,7/6/2022,
15767,92,51.04,11583,7/6/2022,Failed
18142,13.8,2071,17264,4/5/2023,Full
18653,101.7,297,14212,10/31/2022,Partial
18653,75,504,14395,11/10/2022,Partial
18653,75,20,14396,11/10/2022,Partial
18653,52,470,14658,11/24/2022,Partial
18653,50,15,14722,11/26/2022,Partial
18653,32,651,15093,12/15/2022,Full
18653,100,300,16007,1/26/2023,
18912,20.7,3526,15836,1/17/2023,Full
19518,130,430,14006,9/30/2022,Full
18616,106,163.85,13769,10/15/2022,Full
18616,150,66.95,13770,10/15/2022,Full
18616,130,5,13771,10/15/2022,Full
18616,130,0.2,13772,10/15/2022,Full
20841,33.3,4222,18861,6/22/2023,Full
16164,116.6,278.6,12098,7/22/2022,Full
16164,116.6,35.91,12099,7/22/2022,Full
16164,116.6,4,12100,7/22/2022,Full
19555,104,119,12185,7/28/2022,Partial
19555,69,113,12363,8/10/2022,Partial
19555,49,69.6,12817,8/23/2022,Partial
19555,42,662,12980,9/3/2022,Full
20976,188.19,190.67,11941,7/16/2022,Full
20976,188.19,18.69,11942,7/16/2022,Full
19069,105,51.08,15290,12/21/2022,Full
20600,77.93,583.05,12528,7/20/2022,Partial
20600,62.36,3875.07,12529,8/3/2022,Full
15213,45.8,3455.5,12814,8/23/2022,Full
15213,45.8,71,12815,8/23/2022,Full
17740,63.3,523,13556,8/1/2020,Full
19653,103.06,2002.48,8941,12/22/2021,Full
19653,128,65.4,8942,12/22/2021,Full
19653,103.06,2067.88,9397,12/22/2021,Full
19048,22.4,5511,16235,2/5/2023,Full
17125,99.35,596.66,12473,7/19/2022,Partial
17125,75.51,709.63,12474,8/1/2022,Partial
17125,64.07,3491.65,12475,8/12/2022,Full
14693,160,100,17184,4/7/2023,Partial
14693,143,100,17398,4/16/2023,Partial
14693,108,100,17498,4/24/2023,Partial
14693,108,50,17511,4/25/2023,Full
18740,167.6,98.66,12104,7/23/2022,Full
20401,71,292,9350,1/22/2022,Partial
20401,55,207.3,9507,2/5/2022,Partial
20401,95,18,9508,2/5/2022,Partial
20401,38,265.5,9598,2/17/2022,Full
20401,65.5,29.94,9599,2/17/2022,Full
20401,116,30.9,9796,1/22/2022,Partial
20978,21.8,5573,14935,11/21/2022,Full
17831,105,5,11226,6/25/2022,Full
17831,66.9,237.45,11228,6/25/2022,Full
18734,96,665.6,17944,5/17/2023,Partial
18734,170,5.05,17995,5/17/2023,Partial
18734,96,0.39,18014,5/17/2023,Partial
18734,96,0.11,18090,5/17/2023,Partial
18734,77,659.66,18201,5/27/2023,Partial
18734,160,7.21,18202,5/27/2023,Partial
18734,62,296.1,18590,6/13/2023,Partial
18734,140,2.03,18591,6/13/2023,Partial
18734,62,1.52,18592,6/13/2023,Partial
18734,53,401.69,18821,6/21/2023,Partial
18734,53,19.5,18822,6/21/2023,Partial
18734,52,1765.96,19013,6/30/2023,Full
18734,72,298.51,19014,6/30/2023,Full
18734,52,263.17,19015,6/30/2023,Full
18734,52,123.6,19096,6/30/2023,Full
20956,50,425,19497,7/7/2023,Full
17634,115,596,10745,5/21/2022,Partial
17634,80,11.5,10866,5/30/2022,Partial
17634,47,673.8,11150,6/21/2022,Partial
17634,29,726.8,12052,7/17/2022,Full
18744,64.61,392.52,12494,7/19/2022,Partial
18744,59.46,2822.48,12495,7/30/2022,Full
17225,91.91,158.26,12078,7/23/2022,Full
17225,91.91,3,12079,7/23/2022,Full
14972,70.92,55.32,12245,7/29/2022,Partial
14972,54.17,419.72,12451,8/12/2022,Full
14972,54.17,13.7,12452,8/12/2022,Full
14972,54.17,4,12453,8/12/2022,Full
22445,79.53,615.88,16075,1/30/2023,Partial
22445,140,51.04,16076,1/30/2023,Partial
22445,71.07,1413.94,16344,2/12/2023,Full
22445,130,263.8,16345,2/12/2023,Full
22445,96,80.39,16347,2/12/2023,Full
20662,152.7,343.5,15608,12/14/2022,Partial
20662,109.7,370.4,15743,1/3/2023,Partial
20662,83.5,2912.56,16136,1/23/2023,Full
20662,60,100,16511,2/24/2023,
16272,117.94,398.87,15896,1/23/2023,Partial
16272,117.94,34.75,15897,1/23/2023,Partial
16272,109.18,2227.02,16217,2/3/2023,Full
16272,109.18,223.26,16218,2/3/2023,Full
9096,88,475.25,16356,2/14/2023,Partial
9096,120,44.5,16359,2/14/2023,Partial
9096,43,792.8,16768,3/15/2023,Full
9096,43,8,16769,3/15/2023,Full
9096,62,75.56,16770,3/15/2023,Full
9096,62,14.3,16771,3/15/2023,Full
9096,43,16,16789,3/15/2023,Full
9096,50,1.96,16799,3/11/2023,Partial
21350,28.3,6225,15454,12/28/2022,Full
16154,35.4,5170,16515,2/21/2023,Full
10711,64,252,7220,10/4/2021,Full
19298,94.08,230.34,12243,7/29/2022,Partial
19298,94.08,6.91,12244,7/29/2022,Partial
19298,58.25,1052.73,12447,8/12/2022,Full
19298,58.25,22.91,12448,8/12/2022,Full
19298,58.25,4.95,12449,8/12/2022,Full
19298,58.25,25.73,12450,8/12/2022,Full
14289,115,1,5471,6/11/2021,Partial
14289,115,297.17,5472,6/11/2021,Partial
14289,74.26,517.84,5982,6/27/2021,Partial
14289,74.26,0.66,5983,6/27/2021,Partial
14289,60.19,596.13,6046,7/9/2021,Partial
14289,60.19,4.69,6047,7/9/2021,Partial
14289,46.746,2448.7,6427,7/30/2021,Full
14289,46.746,95.15,6428,7/30/2021,Full
18326,80.26,335.58,12491,7/19/2022,Partial
18326,66.83,396.08,12492,8/1/2022,Partial
18326,55.96,2061.86,12493,8/13/2022,Full
20438,87,270.53,15019,12/10/2022,Partial
20438,71,270.71,15323,12/20/2022,Partial
20438,71,9.34,15324,12/20/2022,Partial
20438,87,270.53,15998,12/11/2022,Partial
20438,87,7,15999,12/11/2022,Partial
20438,33,2528.42,16084,1/30/2023,Full
20438,51,81.24,16085,1/30/2023,Full
20438,33,63.57,16086,1/30/2023,Full
20438,33,15,16087,1/30/2023,Full
17747,113,1500,12598,6/18/2022,Failed
15221,155,150,12179,7/29/2022,Partial
15221,150,600,12428,8/7/2022,Full
18831,96.2,564,18453,6/7/2023,Full
19064,150,300,17591,4/25/2023,Full
15505,21.2,3454,15049,12/10/2022,Full
18833,87,735.01,17948,5/17/2023,Partial
18833,160,0.08,17999,5/17/2023,Partial
18833,87,0.39,18018,5/17/2023,Partial
18833,87,0.11,18086,5/17/2023,Partial
18833,70,690.54,18209,5/27/2023,Partial
18833,150,1.05,18210,5/27/2023,Partial
18833,54,373.03,18827,6/21/2023,Partial
18833,54,11.48,18828,6/21/2023,Partial
18833,46,1702.91,19189,7/2/2023,Full
18833,75,57.96,19190,7/2/2023,Full
18833,46,223.13,19191,7/2/2023,Full
18614,82,1800,19578,6/28/2023,Full
18029,125,1,5467,6/11/2021,Partial
18029,125,287.7,5468,6/11/2021,Partial
18029,84.98,558.2,5978,6/27/2021,Partial
18029,84.98,0.66,5979,6/27/2021,Partial
18029,66.08,659.18,6042,7/9/2021,Partial
18029,66.08,4.69,6043,7/9/2021,Partial
18029,48.021,2584.4,6423,7/30/2021,Full
18029,48.021,19.35,6424,7/30/2021,Full
16165,172,731,17829,5/8/2023,Full
19682,121.55,1300.21,17668,5/1/2023,Full
19692,67.8,355.4,16602,3/7/2023,Partial
19692,54,423.5,16894,3/21/2023,Partial
19692,46.5,435.34,17203,4/4/2023,Partial
19692,43.5,2167.9,17818,4/12/2023,Full
15217,175,310,15256,11/26/2022,Full
17746,139.2,524.86,15572,1/3/2023,Partial
17746,139.2,1.99,15573,1/3/2023,Partial
17746,98.69,787.87,15932,1/22/2023,Partial
17746,98.69,14.01,15933,1/22/2023,Partial
17746,84.1,1949.4,16181,2/2/2023,Full
17746,84.1,66.5,16182,2/2/2023,Full
20663,133,245.6,10382,4/24/2022,Partial
20663,133,1329.2,10383,4/24/2022,Full
16051,89,300,14789,11/26/2022,Full
16051,89,300,14973,11/26/2022,Full
9090,19.9,5639,14938,11/24/2022,Full
19683,168,320,10734,5/17/2022,Full
20953,96.16,1368.69,9227,1/19/2022,Partial
20953,56.05,3216.56,9421,2/4/2022,Full
20953,56.05,46,9422,2/4/2022,Full
20953,56.05,107.22,9423,2/4/2022,Full
13791,110,526.37,15173,11/25/2022,Partial
13791,77,937.89,15174,12/9/2022,Full
19252,130,407.22,15662,1/9/2023,Partial
19252,190,18.08,15760,1/9/2023,Partial
19252,94,630.02,15822,1/17/2023,Partial
19252,94,554.6,15871,1/17/2023,Partial
19252,63,294.06,16183,2/3/2023,Partial
19252,63,14.78,16184,2/3/2023,Partial
19252,175,1.42,16201,2/3/2023,Partial
19252,175,1.78,16205,2/3/2023,Partial
19252,190,75.42,16332,1/17/2023,Partial
19252,54.7,1621.4,16429,2/19/2023,Full
19252,54,3,16434,2/19/2023,Full
19252,54,3,16435,2/19/2023,Full
19252,113,33.81,16436,2/19/2023,Full
19252,113,1.25,16438,2/19/2023,Full
19252,54.7,25.58,16454,2/19/2023,Full
19252,113,2.1,16458,2/19/2023,Full
19252,54.7,10,16462,2/19/2023,Full
19252,54.7,7,16463,2/19/2023,Full
19252,54.7,1.2,16464,2/19/2023,Full
21662,38,3940,18296,5/30/2023,Partial
21662,33,3300,19159,6/24/2023,Full
20526,80,275.18,13523,10/3/2022,Partial
20526,80,94.69,13524,10/3/2022,Partial
20526,61,378.58,13939,10/15/2022,Full
20526,84,27.74,13995,10/15/2022,Full
20526,61,53.81,13996,10/15/2022,Full
20526,80,94.69,14098,10/3/2022,Partial
20526,61,378.54,14099,10/15/2022,
20526,84,27.74,14100,10/15/2022,
20526,84,53.81,14101,10/15/2022,Full
20526,61,378.54,14488,10/15/2022,Full
20526,84,27.74,14489,10/15/2022,Full
17563,109.05,1634.93,12117,7/24/2022,Full
17563,109.05,5.56,12118,7/24/2022,Full
9094,270,115,11591,6/21/2022,Full
14824,100,0.59,11624,7/4/2022,Full
18224,134.18,1145.39,17669,5/1/2023,Full
9105,105,2127.34,14145,8/23/2022,Partial
9105,69.2,1864.6,14146,9/3/2022,Partial
9105,50,2173.1,14147,9/13/2022,Partial
9105,41,1778.8,14148,9/27/2022,Partial
9105,34,9513.6,14149,10/10/2022,Full
12862,88,397.25,15015,12/10/2022,Partial
12862,88,6.24,15016,12/10/2022,Partial
12862,69,2511.48,15333,12/23/2022,Full
12862,69,170.67,15334,12/23/2022,Full
12862,74,1014.81,15474,12/19/2022,Partial
12862,74,9.79,15475,12/19/2022,Partial
12862,69,9.35,15476,12/23/2022,Full
15868,160.7,252.5,15583,11/23/2022,Partial
15868,111.8,514,15601,12/14/2022,Partial
15868,87,301.9,15742,1/3/2023,Partial
15868,79.7,2046.3,16133,1/20/2023,Full
21413,110,450,13027,9/7/2022,Partial
21413,75,380,13331,9/21/2022,Partial
21413,62,238.71,13411,9/29/2022,Full
21413,92,170.95,13412,9/29/2022,Full
17112,64.22,951.55,14607,11/19/2022,Partial
17112,101,54.55,14608,11/19/2022,Partial
17112,50.17,978.1,14873,12/3/2022,Partial
17112,82,69,14874,12/3/2022,Partial
17112,42.47,871.6,15041,12/12/2022,Partial
17112,72,54.4,15042,12/12/2022,Partial
18675,72.35,10356.59,9383,1/8/2022,Full
18028,57,300,13121,9/2/2022,Partial
